Identyfikator pracownika,Imię,Nazwisko,Data urodzenia,Numer telefonu,Identyfikator kontraktu,Uprawnienia do nadzoru,
1706,PRZEMYSLAW,HOFFMANN,647427624, 170, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
1707,ALEKSANDER,SŁOWAKIEWICZ,7061882032, 170, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
1708,DOROTA,RUMUN,7742556947, 170, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
1709,PATRYCJA,PASTERNAK,9022872260, 170, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
1710,WERONIKA,BRANDENBURG,67102106760, 170, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
1711,MARTYNA,KURLANDT,7962892584, 171, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
1712,KAMIL,WĘGRZYN,8561763133, 171, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
1713,JOLANTA,WRÓBEL,653794473, 171, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
1714,KAROLINA,CZARNECKI,6522881537, 171, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
1715,DONALD,CZECH,7121186884, 171, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
1716,MARTYNA,BORKOWSKI,735228284, 171, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
1717,PIOTR,MAZUREK,78112451567, 171, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
1718,ŁUCJA,PETERSBURSKI,843861921, 171, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
1719,KATARZYNA,GREC,77102301837, 171, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
1720,MACIEJ,DUŃCZYK,644455796, 171, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
1721,WERONIKA,WOŁOSZEK,8761653685, 172, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
1722,JOLANTA,ROSJAN,5811868233, 172, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
1723,MARTA,UKRAINIEC,8431338679, 172, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
1724,JAKUB,ROSJAN,7061791287, 172, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
1725,DANUTA,POMORSKI,795176623, 172, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
1726,DOROTA,MALINOWSKI,653606072, 172, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
1727,MAREK,PODOLEC,731237079, 172, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
1728,MAREK,CIEŚLAK,7862161168, 172, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
1729,BENEDYKT,KWIATKOWSKI,6671647071, 172, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
1730,ALEKANDRA,MAZUR,587573770, 172, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
1731,KRYSTYNA,PRUSEK,859777643, 173, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
1732,ANETA,KOZŁOWSKI,77111610107, 173, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
1733,MATEUSZ,MAŁECKI,78111719486, 173, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
1734,DOMINIK,KALINOWSKI,8582770893, 173, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
1735,WERONIKA,CHORWAT,63101844246, 173, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
1736,PATRYK,OLENDER,7342309014, 173, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
1737,JADWIGA,KURLANDCZYK,5932217455, 173, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
1738,TYTUS,WĘGIERSKI,6011117689, 173, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
1739,MARIUSZ,SASIN,8952884255, 173, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
1740,JOLANTA,GALOCH,75111500678, 173, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
1741,TOMASZ,KASZUB,7111626720, 174, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
1742,PAWEL,WŁOCH,7912670220, 174, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
1743,WALDEMAR,POLESZAK,8210992358, 174, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
1744,WERONIKA,RUSAK,6471346824, 174, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
1745,MATEUSZ,SASIN,6392724235, 174, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
1746,ŁUCJA,DUDEK,5762988452, 174, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
1747,JADWIGA,WĘGIER,90111780939, 174, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
1748,TYMON,ROMUN,8511772112, 174, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
1749,DAMIAN,RUMUN,877994941, 174, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
1750,BENEDYKT,DUDEK,71102352390, 174, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
1751,IZABELA,MAZUREK,707545220, 175, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
1752,MATEUSZ,WOŹNIAK,819960897, 175, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
1753,ALEKSANDER,MAJEWSKI,66121865670, 175, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
1754,WOJCIECH,WĘGIERSKI,5882369301, 175, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
1755,TYTUS,HISZPAN,767666875, 175, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
1756,KAMILA,WIŚNIEWSKI,7942488355, 175, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
1757,MICHAŁ,PIĄTEK,7051932868, 175, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
1758,ARTUR,MADZIAR,698690803, 175, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
1759,MARIUSZ,PRUSIK,785292789, 175, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
1760,DONALD,MORAWSKI,6212524149, 175, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
1761,ARTUR,ŻMUDA,8541732324, 176, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
1762,BRAJAN,WOŁYNIAK,7752596901, 176, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
1763,PRZEMYSLAW,RUMUŃSKI,5512676009, 176, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
1764,MICHAŁ,SOCHA,8732082780, 176, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
1765,MACIEJ,HOFFMANN,62122151439, 176, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
1766,JAKUB,TATARCZUK,8561275338, 176, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
1767,LEONARD,KRAWCZYK,9072863864, 176, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
1768,MACIEJ,ŚLONZAK,7211996281, 176, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
1769,OLIWIER,HALICKI,696374878, 176, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
1770,ROZALIA,DUDA,6581423983, 176, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
1771,KAMILA,KURLANDT,6292130826, 177, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
1772,BENEDYKT,STAWECKI,624112939, 177, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
1773,PRZEMYSLAW,SZWEDZKI,587952719, 177, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
1774,MATEUSZ,KWIATKOWSKI,8762392537, 177, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
1775,KATARZYNA,CYGAN,8253081938, 177, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
1776,KAROL,BRANDENBURGER,6222159623, 177, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
1777,JANUSZ,CZESKI,561415679, 177, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
1778,PIOTR,AMSTERDAMSKI,6552025759, 177, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
1779,PAWEL,POTOK,5722397271, 177, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
1780,IZABELA,CICHOCKI,788906153, 177, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
1781,DOMINIK,TUREK,8641195806, 178, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
1782,OLIWIER,TATAREK,8652855068, 178, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
1783,PAWEL,PRUS,8772611339, 178, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
1784,AGATA,WĘGRZYN,7612678898, 178, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
1785,JOLANTA,TATARA,597851758, 178, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
1786,MATEUSZ,SZWARC,87123172294, 178, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
1787,TYTUS,KALINOWSKI,5710937618, 178, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
1788,ARTUR,SZWED,721718591, 178, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
1789,MARTA,KOMAN,7011766275, 178, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
1790,KATARZYNA,POLOK,5792182745, 178, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
1791,JAKUB,ARAB,59102443464, 179, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
1792,DONALD,KOWALSKI,73111611611, 179, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
1793,ANETA,RUSIN,653786313, 179, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
1794,TYMON,SZWEDEK,6831725786, 179, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
1795,WERONIKA,GALIŃSKI,7772360736, 179, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
1796,KRYSTYNA,SZULC,8542892790, 179, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
1797,TOMASZ,KĘDZIERSKI,7431943580, 179, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
1798,MARTA,MACEDOŃSKI,84122426443, 179, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
1799,GERARD,PRUSAK,754503401, 179, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
1800,GERARD,PODOLEC,848205919, 179, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
1801,DANUTA,POLESIAK,5712505792, 180, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
1802,KAMIL,ŻYDEK,6471677621, 180, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
1803,ŁUKASZ,FOGIEL,56122052714, 180, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
1804,MARIUSZ,ŻYDZIK,5841506381, 180, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
1805,MATEUSZ,PRZYBYSZ,8571292097, 180, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
1806,MACIEJ,HOLENDERSKI,8511626872, 180, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
1807,GERARD,WYRZYKOWSKI,72112832489, 180, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
1808,JAKUB,KOMAN,7851319438, 180, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
1809,PATRYCJA,OLENDER,6232557016, 180, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
1810,DOMINIKA,KAŁUŻA,6752248872, 180, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
1811,ŁUCJA,WOŁYNIAK,7832758374, 181, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
1812,TYTUS,SZULC,569948966, 181, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
1813,LEONARD,KACZMAREK,781606919, 181, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
1814,PATRYK,KURLAND,6191716413, 181, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
1815,KAMILA,ŻMIJEWSKA,68102689396, 181, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
1816,ROZALIA,TATAR,7991812682, 181, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
1817,MACIEJ,ŻMUDZIN,6152471116, 181, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
1818,MARTA,KURUC,8812997335, 181, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
1819,LEONARD,SASS,6310817387, 181, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
1820,JOLANTA,CHRUSZCZEWSKI,70102358093, 181, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
1821,ŁUKASZ,ŻMUDZIN,8583108564, 182, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
1822,MACIEJ,GAWROŃSKI,604146407, 182, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
1823,DOMINIKA,KRAWCZYK,83111055531, 182, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
1824,JAROSŁAW,KWIATKOWSKI,8310207419, 182, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
1825,BENEDYKT,LITWIN,64102963927, 182, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
1826,AGATA,SASIN,65101362590, 182, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
1827,OLIWIER,WĘGIER,6632352098, 182, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
1828,TYMON,WYSOCKI,7112657568, 182, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
1829,ANETA,KRUPA,6162043918, 182, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
1830,TYMON,PIĄTEK,7131977954, 182, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
1831,OLIWIA,SAKSON,56102448614, 183, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
1832,MATEUSZ,PRUSEK,8472775375, 183, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
1833,OLIWIER,POLESZUK,5841724913, 183, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
1834,DAWID,SŁOWIAKOWSKI,701662794, 183, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
1835,DAWID,KOMAN,8792989174, 183, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
1836,DOMINIK,WĘGRZYN,6111590675, 183, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
1837,ŁUCJA,CZECH,80111993418, 183, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
1838,ŁUCJA,CZARNECKI,8781222960, 183, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
1839,OLIWIA,ŻMIJEWSKA,6142502742, 183, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
1840,LECH,SŁOWAKIEWICZ,6782559636, 183, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
1841,JAKUB,SŁOWAK,908108556, 184, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
1842,ALEKANDRA,PRUS,64111753503, 184, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
1843,IZABELA,SZWAJCER,6461255540, 184, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
1844,ANETA,GALIŃSKI,7410659118, 184, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
1845,MATEUSZ,ŻYDOWICZ,737424065, 184, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
1846,KAROL,ARAB,89112661801, 184, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
1847,OLIWIER,ŚLONZAK,6953092664, 184, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
1848,BENEDYKT,TOPOLSKI,6061370087, 184, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
1849,MARTYNA,ROSJAN,8621556246, 184, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
1850,ALICJA,SZWEDEK,6432573583, 184, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
1851,DOMINIKA,KWIATKOWSKI,8951277039, 185, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
1852,ALICJA,SŁOWAK,55102470905, 185, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
1853,WOJCIECH,WĘGRZYN,58102718141, 185, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
1854,MARTYNA,WOŁOCH,80102418548, 185, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
1855,IZABELA,RUSAK,5811698542, 185, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
1856,AGATA,PIĄTEK,561182144, 185, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
1857,IZABELA,GALIŃSKI,727376206, 185, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
1858,DANUTA,STAWECKI,803846338, 185, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
1859,JADWIGA,KURLAND,7231177696, 185, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
1860,JAROSŁAW,SŁOWACKI,909407540, 185, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
1861,IZABELA,BORKOWSKI,634896003, 186, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
1862,MICHAŁ,PODOLSKI,5841725014, 186, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
1863,KRZYSZTOF,KACZMAREK,84111901264, 186, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
1864,WERONIKA,POLESZAK,7222256742, 186, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
1865,MATEUSZ,DUŃCZYK,7211664134, 186, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
1866,MATEUSZ,MALINOWSKI,88111219738, 186, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
1867,MARTA,KWIATKOWSKI,7662377262, 186, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
1868,GERARD,NIEWIADOMSKI,6572710438, 186, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
1869,ALEKANDRA,ROSJAN,8961674580, 186, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
1870,ŁUKASZ,KOZŁOWSKI,7310649744, 186, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
1871,BENEDYKT,PODGÓRSKI,8562138325, 187, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
1872,KATARZYNA,MALINOWSKI,6513131905, 187, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
1873,PATRYK,PASTERNAK,813951675, 187, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
1874,BENEDYKT,POMORSKI,8951313673, 187, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
1875,WERONIKA,MAŁECKI,883561578, 187, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
1876,TOMASZ,HISZPAN,621754670, 187, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
1877,TYTUS,SZWARC,6982164298, 187, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
1878,MARTYNA,WOŁOSZEK,77121895817, 187, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
1879,KATARZYNA,PODOLAN,62102682711, 187, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
1880,DAWID,POLACZEK,593443330, 187, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
1881,ŁUKASZ,ARABIK,8373055670, 188, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
1882,KATARZYNA,NIEDZIELSKI,76102730392, 188, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
1883,MATEUSZ,TATARCZAK,64122103219, 188, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
1884,TYMON,LEWICKI,7351437753, 188, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
1885,KATARZYNA,RUMUN,626479655, 188, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
1886,BARTOSZ,MAZUR,7741633504, 188, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
1887,JAN,SZULC,7122157190, 188, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
1888,KAMILA,OLENDER,8772754702, 188, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
1889,MAREK,BRANDENBURGER,736524299, 188, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
1890,TYTUS,BRANDENBURGER,6172478814, 188, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
1891,KAMIL,OLENDER,888270668, 189, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
1892,KATARZYNA,PODGÓRSKI,66121023678, 189, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
1893,BARBARA,WĘGRZYNOWICZ,5771114378, 189, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
1894,BARBARA,GAL,6411106714, 189, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
1895,KAMIL,AUSTRIJAK,5510604526, 189, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
1896,PATRYK,SLEZAK,6831513495, 189, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
1897,MARIUSZ,PODOLSKI,605706590, 189, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
1898,KRYSTYNA,HOFFMANN,7782996847, 189, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
1899,ROZALIA,SZWAJCER,6910221178, 189, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
1900,LEONARD,NIEMIEC,5851126536, 189, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
1901,MICHAŁ,LEWICKI,588453501, 190, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
1902,DANUTA,SIERADZKI,8562423486, 190, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
1903,DANUTA,NIEMIEC,6410404660, 190, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
1904,ALEKSANDER,KALINOWSKI,679350545, 190, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
1905,KATARZYNA,TATAREK,64111999316, 190, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
1906,BENEDYKT,KURLANDA,8082767147, 190, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
1907,MAREK,PODOLAK,833327930, 190, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
1908,ŁUKASZ,RUS,81112800930, 190, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
1909,WERONIKA,CZECH,6022380454, 190, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
1910,MACIEJ,SZLONZAK,7281394827, 190, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
1911,JOLANTA,SŁOWIAK,70112389243, 191, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
1912,ŁUKASZ,KUMAN,7932669526, 191, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
1913,DOROTA,POTOK,667294925, 191, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
1914,TYMON,FRANCUZ,83102288000, 191, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
1915,GERARD,PRUSKI,867368445, 191, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
1916,JOLANTA,ARABIK,7732852821, 191, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
1917,TOMASZ,SŁOWAKIEWICZ,838118905, 191, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
1918,KAROLINA,PASTERNAK,8312701044, 191, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
1919,BARTOSZ,WIECZOREK,752832739, 191, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
1920,MACIEJ,MADZIARA,7883154774, 191, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
1921,WOJCIECH,WRÓBEL,787182022, 192, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
1922,TYMON,MAZUR,57101302081, 192, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
1923,ALICJA,NIEWIADOMSKI,876667209, 192, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
1924,DOMINIK,ŻYDOWSKI,7892593244, 192, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
1925,TYTUS,SZWARC,7431411622, 192, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
1926,KAROL,POLESZUK,7841230956, 192, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
