Identyfikator pracownika,Imię,Nazwisko,Data urodzenia,Telefon,Identyfikator kontraktu,Uprawnienia do nadzoru,Pesel
10926,MATEUSZ,ŻMIJEWSKA,20.12.1967 00:00:00,860903015,1692643852,UPRAWNIONY,81111799369
10927,MARIUSZ,POLESZUK,09.06.1960 00:00:00,294497167,1545734776,UPRAWNIONY,78121042117
10928,BRAJAN,TATARSKI,13.09.1978 00:00:00,795866008,219776722,NIEUPRAWNIONY,56090593431
10929,JAROSŁAW,RUSIN,26.05.1962 00:00:00,476823819,213252629,NIEUPRAWNIONY,72122321753
10930,WERONIKA,SZKOT,03.05.1967 00:00:00,631326452,433530814,UPRAWNIONY,87082019867
10931,OLIWIER,WĘGIER,21.05.1976 00:00:00,679249455,959537693,NIEUPRAWNIONY,78012355111
10932,DAWID,WIŚNIEWSKI,27.11.1968 00:00:00,361379662,1467505574,UPRAWNIONY,76032647397
10933,DAWID,SŁOWAKIEWICZ,05.02.1981 00:00:00,445931423,29702926,NIEUPRAWNIONY,73031699856
10934,TOMASZ,MAZURKIEWICZ,08.03.1976 00:00:00,537845910,1567602071,UPRAWNIONY,68121468201
10935,TYTUS,MALINOWSKI,29.04.1980 00:00:00,308242188,984566240,NIEUPRAWNIONY,86012117992
10936,ŁUCJA,CICHOCKI,15.01.1988 00:00:00,721206039,2116332941,NIEUPRAWNIONY,60090908962
10937,KAMILA,LITWINOWICZ,20.01.1955 00:00:00,998228987,1653498787,UPRAWNIONY,85050454547
10938,WALDEMAR,SZWEDZIAK,07.10.1962 00:00:00,513486796,907305910,UPRAWNIONY,64011864997
10939,GERARD,SZWAJCARSKI,11.09.1963 00:00:00,999021103,598590098,NIEUPRAWNIONY,70061350535
10940,OLIWIER,ŻOCHOWSKI,28.03.1976 00:00:00,705356316,831438305,UPRAWNIONY,81110573901
10941,MARTYNA,GALIŃSKI,13.11.1979 00:00:00,845811390,613381630,NIEUPRAWNIONY,68080795143
10942,ŁUCJA,MOSKAL,21.12.1966 00:00:00,674542916,1041374858,UPRAWNIONY,77070649844
10943,WERONIKA,LITWINIUK,29.11.1972 00:00:00,990116367,1020086896,NIEUPRAWNIONY,70121494803
10944,AGATA,KUMAN,18.08.1960 00:00:00,584130666,915397022,NIEUPRAWNIONY,75031426220
10945,MARTA,KURUC,22.09.1980 00:00:00,464761315,2046399681,UPRAWNIONY,81030460727
10946,ANETA,HOLENDERSKI,16.09.1980 00:00:00,778645350,1038276952,NIEUPRAWNIONY,81050217971
10947,JOLANTA,CZARNECKI,25.01.1963 00:00:00,813532160,328196468,NIEUPRAWNIONY,83020373548
10948,KRYSTYNA,RUSAK,19.05.1966 00:00:00,210710533,1585938036,NIEUPRAWNIONY,59020227317
10949,JANUSZ,WOŁOCH,15.12.1977 00:00:00,708611109,396499831,NIEUPRAWNIONY,57090163705
10950,TYTUS,CHORWAT,16.01.1957 00:00:00,410324098,2002002160,NIEUPRAWNIONY,72081742897
10951,MACIEJ,TOPOLSKI,04.10.1955 00:00:00,397312895,1815062148,UPRAWNIONY,66012106506
10952,LAURA,SIERADZKI,13.07.1986 00:00:00,983985858,12246921,UPRAWNIONY,82060615836
10953,DAWID,TATARCZYK,05.04.1977 00:00:00,898890489,109990912,UPRAWNIONY,88030808100
10954,TOMASZ,TOPOLSKI,21.06.1970 00:00:00,502674371,214894070,UPRAWNIONY,90053166186
10955,KAMIL,SŁOWACKI,11.08.1983 00:00:00,864927837,1583423561,UPRAWNIONY,62042330529
10956,WALDEMAR,ŚLONZAK,11.05.1984 00:00:00,461618790,1696517985,NIEUPRAWNIONY,58111434154
10957,DOMINIKA,CZECH,13.07.1960 00:00:00,104593234,434538411,UPRAWNIONY,78083170609
10958,ŁUCJA,ŚLONZAK,02.12.1957 00:00:00,367872141,850077311,NIEUPRAWNIONY,67052530348
10959,BARBARA,LANGE,20.03.1968 00:00:00,336131212,118264255,UPRAWNIONY,58102975144
10960,ALEKSANDER,ŚLĄZAK,09.05.1974 00:00:00,951007038,1666428021,UPRAWNIONY,65070346073
10961,ALICJA,PRUSIK,12.11.1956 00:00:00,606931871,1235689943,UPRAWNIONY,60112651528
10962,PRZEMYSLAW,SZLĄZAK,13.06.1975 00:00:00,103506747,1391485296,NIEUPRAWNIONY,86091420128
10963,BARBARA,WĘGIER,26.05.1965 00:00:00,395862322,1578954913,UPRAWNIONY,75020822701
10964,IZABELA,SLEZAK,07.12.1957 00:00:00,162008067,723103338,NIEUPRAWNIONY,78051405844
10965,JADWIGA,STAWECKI,22.07.1987 00:00:00,260075103,480117891,UPRAWNIONY,83102999905
10966,DOMINIK,ŻYDOWSKI,18.04.1965 00:00:00,114694724,1036568915,UPRAWNIONY,68031096796
10967,JANUSZ,POLESKI,09.08.1968 00:00:00,186573515,1416781232,NIEUPRAWNIONY,88110638231
10968,ALICJA,KWIATKOWSKI,05.10.1972 00:00:00,644170996,1987071112,UPRAWNIONY,57102167047
10969,JACEK,TURECKI,24.12.1985 00:00:00,650125232,580910642,NIEUPRAWNIONY,62102162091
10970,DOROTA,PRZYBYSZ,20.12.1988 00:00:00,645547950,838963750,NIEUPRAWNIONY,89112137617
10971,JAKUB,KURLAND,25.11.1965 00:00:00,465726238,840340961,UPRAWNIONY,78022668225
10972,OLIWIA,LITWIN,22.03.1988 00:00:00,689921512,1359993114,UPRAWNIONY,68031938574
10973,JANUSZ,WOŹNIAK,07.07.1970 00:00:00,213485613,908336337,UPRAWNIONY,73103085534
10974,PRZEMYSLAW,KIJOWSKI,30.10.1989 00:00:00,245007328,2107587393,NIEUPRAWNIONY,63022020432
10975,JAROSŁAW,POLAKOWSKI,27.09.1979 00:00:00,690520716,372730310,UPRAWNIONY,64082217341
10976,ŁUKASZ,ŻOCHOWSKI,27.11.1976 00:00:00,112031879,852166498,UPRAWNIONY,75080903221
10977,MARIUSZ,ARABIK,06.06.1987 00:00:00,958679758,745924682,NIEUPRAWNIONY,68042282442
10978,ŁUCJA,PRUSIK,21.11.1959 00:00:00,457492897,1440135511,UPRAWNIONY,68032949310
10979,BENEDYKT,SZWAJCAR,23.03.1985 00:00:00,877998546,1534253818,NIEUPRAWNIONY,68112142789
10980,ARTUR,PRUSAK,02.12.1967 00:00:00,844709809,2034006103,NIEUPRAWNIONY,77032802472
10981,MARTA,WESOŁOWSKI,18.12.1961 00:00:00,869763308,1071150514,UPRAWNIONY,85042427009
10982,ŁUKASZ,CYGAN,05.05.1960 00:00:00,449417084,1267430433,UPRAWNIONY,67021786417
10983,JAROSŁAW,HOFFMANN,24.09.1980 00:00:00,819552030,1883035360,NIEUPRAWNIONY,69102871979
10984,JAROSŁAW,KACZMAREK,30.11.1990 00:00:00,672083691,1967773139,NIEUPRAWNIONY,60100220773
10985,KRZYSZTOF,MALINOWSKI,10.05.1962 00:00:00,456822156,1582829889,NIEUPRAWNIONY,70121652892
10986,MARIUSZ,KURLANDZKI,18.02.1985 00:00:00,413365695,1717405085,UPRAWNIONY,75052959939
10987,ALICJA,BORKOWSKI,26.08.1958 00:00:00,196445648,1862132081,NIEUPRAWNIONY,69090206102
10988,DONALD,STAWECKI,07.03.1966 00:00:00,866670640,1205822122,NIEUPRAWNIONY,55032540946
10989,LAURA,SZWAJCAR,17.02.1963 00:00:00,368819594,1448436263,UPRAWNIONY,80110550975
10990,DOMINIK,RUSIN,10.04.1982 00:00:00,503133933,344773573,NIEUPRAWNIONY,60042881754
10991,ALICJA,TATARZYN,04.10.1961 00:00:00,368067647,408856882,UPRAWNIONY,84050115314
10992,IZABELA,NOWAK,29.10.1965 00:00:00,726245998,1949546153,UPRAWNIONY,74062229128
10993,MAREK,WOŹNIAK,24.05.1979 00:00:00,266033106,934533468,UPRAWNIONY,67030962094
10994,WERONIKA,OLENDER,02.11.1962 00:00:00,600063963,1864930649,UPRAWNIONY,90071932269
10995,TYTUS,PODOLAK,12.05.1976 00:00:00,814944701,374493997,UPRAWNIONY,65031013437
10996,ALEKSANDER,TUREK,24.04.1961 00:00:00,330975928,1418133697,UPRAWNIONY,67081445279
10997,PATRYK,GREC,28.02.1990 00:00:00,404865190,1868914913,UPRAWNIONY,60031356851
10998,BENEDYKT,SŁOWIAKOWSKI,13.01.1978 00:00:00,445567728,1573456401,UPRAWNIONY,83060450388
10999,ROZALIA,WDOWIAK,21.02.1973 00:00:00,589661959,1445144387,UPRAWNIONY,57040914707
11000,MARTA,WĘGIER,27.05.1976 00:00:00,742574902,2081531233,UPRAWNIONY,67021625236
11001,BARBARA,KURUC,04.08.1970 00:00:00,670423348,1548116913,UPRAWNIONY,85031165238
11002,MARIUSZ,SASS,04.05.1962 00:00:00,440456248,1569909807,UPRAWNIONY,60051588397
11003,PATRYCJA,MICIUN,12.10.1964 00:00:00,942377758,1216080048,NIEUPRAWNIONY,89052380673
11004,PATRYCJA,SZWEDA,25.08.1982 00:00:00,734445170,592953037,UPRAWNIONY,78091311399
11005,PRZEMYSLAW,OLĘDER,25.12.1990 00:00:00,673679076,361273907,UPRAWNIONY,62020109755
11006,PATRYK,MICIUN,30.09.1971 00:00:00,500046040,1212202196,UPRAWNIONY,58010448375
11007,KATARZYNA,SLEZAK,24.07.1981 00:00:00,871793112,38126668,NIEUPRAWNIONY,64051984039
11008,BARTOSZ,KRAWCZYK,28.01.1967 00:00:00,348281573,633974794,UPRAWNIONY,71043019053
11009,DONALD,GAWROŃSKI,19.02.1979 00:00:00,299663919,1798441311,NIEUPRAWNIONY,72042520027
11010,LECH,KOZŁOWSKI,05.02.1977 00:00:00,445428533,165205438,NIEUPRAWNIONY,69013000609
11011,WERONIKA,PODOLEC,11.10.1988 00:00:00,173472841,965455050,NIEUPRAWNIONY,60032342101
11012,MARTA,MORAW,30.07.1965 00:00:00,458961954,475420751,NIEUPRAWNIONY,69061810575
11013,JANUSZ,POTOK,07.08.1980 00:00:00,697631667,616444127,NIEUPRAWNIONY,59030743931
11014,DAMIAN,RUSIN,16.09.1975 00:00:00,498408392,459264135,NIEUPRAWNIONY,58021035370
11015,ALEKSANDER,KRAWCZYK,23.01.1978 00:00:00,367034311,1649210333,NIEUPRAWNIONY,63011089768
11016,BENEDYKT,KOWALSKI,09.09.1968 00:00:00,271794328,1040399914,UPRAWNIONY,69090567081
11017,AGATA,SŁOWACKI,26.07.1974 00:00:00,915513379,1371334311,NIEUPRAWNIONY,81061298539
11018,DAMIAN,ROSJAN,16.12.1976 00:00:00,900598454,909010035,UPRAWNIONY,89120350338
11019,ALEKANDRA,SŁOWACKI,19.01.1963 00:00:00,658346129,2100635660,NIEUPRAWNIONY,83100366827
11020,DANUTA,POLESKI,03.03.1989 00:00:00,297415968,879938551,UPRAWNIONY,78052110188
11021,PAWEL,ŻYDOWICZ,03.10.1955 00:00:00,212861188,477264890,NIEUPRAWNIONY,85091701386
11022,DAMIAN,WĘGRZYN,24.07.1966 00:00:00,821823406,954685468,NIEUPRAWNIONY,68082167423
11023,DOMINIK,KURUC,29.09.1974 00:00:00,690585579,5878087,NIEUPRAWNIONY,83031340687
11024,PIOTR,KIJOWSKI,01.11.1973 00:00:00,951201520,980648544,UPRAWNIONY,60081548170
11025,GERARD,POLESZUK,23.10.1990 00:00:00,316394612,1911664449,NIEUPRAWNIONY,82030774160
11026,JAKUB,PRUSIK,01.03.1963 00:00:00,623369283,1390333844,UPRAWNIONY,74093022026
11027,DAWID,RUSIN,27.04.1985 00:00:00,426141677,849332201,UPRAWNIONY,80020944606
11028,PRZEMYSLAW,ŻUREK,06.09.1957 00:00:00,694929821,803995473,NIEUPRAWNIONY,80052918749
11029,ŁUCJA,MILLER,09.01.1983 00:00:00,393545186,1165437598,UPRAWNIONY,65082045099
11030,PATRYK,POLACZEK,30.04.1965 00:00:00,373713634,1820397567,UPRAWNIONY,76072909780
11031,DOMINIK,BRANDENBURG,23.12.1956 00:00:00,252130327,1407423670,NIEUPRAWNIONY,67092627975
11032,TYTUS,MILLER,11.08.1963 00:00:00,843413075,516671155,UPRAWNIONY,90081597983
11033,OLIWIER,ŻYDOWSKI,18.10.1986 00:00:00,496959482,184052451,NIEUPRAWNIONY,85020450854
11034,DOMINIKA,CZARNECKI,17.11.1960 00:00:00,916097760,721797765,NIEUPRAWNIONY,90082201241
11035,DOROTA,MICIUN,21.12.1977 00:00:00,828147053,487247341,NIEUPRAWNIONY,71012325662
11036,DAWID,ŻMUDZIN,20.12.1988 00:00:00,405163892,231405167,NIEUPRAWNIONY,64011959295
11037,TOMASZ,AUSTRIJAK,19.12.1959 00:00:00,710364528,1894509690,UPRAWNIONY,69072181906
11038,KAROL,UKRAINIEC,05.11.1966 00:00:00,889932134,1350548372,UPRAWNIONY,67013054525
11039,MACIEJ,WDOWIAK,25.02.1970 00:00:00,965450662,635927653,UPRAWNIONY,74040650819
11040,KAMILA,POLESZAK,19.04.1960 00:00:00,987030585,507281534,UPRAWNIONY,77110156006
11041,PATRYK,KURUC,15.06.1974 00:00:00,887621144,1508111458,UPRAWNIONY,78101164519
11042,ALICJA,KURLAND,18.05.1971 00:00:00,726715802,1915846187,UPRAWNIONY,66122766604
11043,AGATA,KURLANDZKI,22.07.1984 00:00:00,568562221,2047340179,NIEUPRAWNIONY,83041138385
11044,BARBARA,SZEWCZYK,28.04.1959 00:00:00,853085682,1738585197,NIEUPRAWNIONY,81050639359
11045,KAMILA,MILLER,11.10.1972 00:00:00,862295095,1097996862,UPRAWNIONY,61091443812
11046,MARIUSZ,GÓRAL,14.01.1962 00:00:00,686775603,597675135,NIEUPRAWNIONY,72090737595
11047,KRZYSZTOF,GALIŃSKI,15.10.1975 00:00:00,305263203,880201512,NIEUPRAWNIONY,75022808522
11048,BARTOSZ,DOBRUCKI,31.03.1978 00:00:00,994483994,1528115793,UPRAWNIONY,84112530582
11049,OLIWIER,KRUPA,03.12.1979 00:00:00,753606830,727525397,NIEUPRAWNIONY,89110161785
11050,BARTOSZ,KOZŁOWSKI,07.01.1984 00:00:00,645445617,1902639455,NIEUPRAWNIONY,79102969084
11051,DONALD,TATAREK,30.01.1967 00:00:00,105546563,2025402494,NIEUPRAWNIONY,82060567849
11052,PATRYCJA,LAMPARSKI,30.08.1989 00:00:00,280794788,185310444,NIEUPRAWNIONY,62013110757
11053,PATRYK,PASTERNAK,23.12.1956 00:00:00,626789028,485094753,NIEUPRAWNIONY,58072486434
11054,ALEKANDRA,POLESZCZUK,05.09.1965 00:00:00,865135403,6458482,UPRAWNIONY,73071562306
11055,MARTYNA,GÓRAL,18.01.1964 00:00:00,759801000,1966086539,NIEUPRAWNIONY,64051845383
11056,JADWIGA,CHORWAT,16.04.1989 00:00:00,197391795,685256301,UPRAWNIONY,89040678730
11057,DOMINIK,KRUPA,01.02.1983 00:00:00,859937992,1895986231,NIEUPRAWNIONY,55112523828
11058,PAWEL,SZWAB,29.09.1962 00:00:00,320443109,1367512394,UPRAWNIONY,87050788907
11059,DAMIAN,RUSAK,02.07.1964 00:00:00,719421259,365059980,NIEUPRAWNIONY,81052562062
11060,DOROTA,MAZUREK,18.06.1978 00:00:00,948226989,2115076532,NIEUPRAWNIONY,79052128869
11061,MACIEJ,FOGIEL,18.02.1982 00:00:00,198935125,873230717,UPRAWNIONY,67030848137
11062,KATARZYNA,ARABSKI,24.05.1983 00:00:00,956669524,1810435469,UPRAWNIONY,59051905360
11063,LAURA,MACEDOŃSKI,21.09.1968 00:00:00,136066408,202159743,NIEUPRAWNIONY,77120760199
11064,KRYSTYNA,LEWANDOWSKI,15.02.1979 00:00:00,829901534,1605250158,UPRAWNIONY,74081314973
11065,JANUSZ,SZLĄZAK,21.11.1987 00:00:00,243202947,1852563041,UPRAWNIONY,89100940738
11066,BARBARA,PODOLEC,21.11.1969 00:00:00,105822894,871843634,UPRAWNIONY,61030242534
11067,MICHAŁ,BRANDENBURGER,19.06.1978 00:00:00,467340911,555396219,NIEUPRAWNIONY,90012728151
11068,KRZYSZTOF,SZWAJCER,12.05.1964 00:00:00,295659712,799050449,NIEUPRAWNIONY,72072631525
11069,MACIEJ,MORAW,29.12.1988 00:00:00,829911609,1445481743,NIEUPRAWNIONY,59040111554
11070,JACEK,SKIBA,21.11.1983 00:00:00,787426766,1035635576,UPRAWNIONY,70093080434
11071,KAMIL,SZLONZAK,12.12.1982 00:00:00,943097748,857368862,UPRAWNIONY,60090788092
11072,JAKUB,PODOLAN,24.09.1961 00:00:00,914087977,2068027873,UPRAWNIONY,82013151009
11073,BARTOSZ,TATARZYN,12.05.1974 00:00:00,890690192,90127032,UPRAWNIONY,66051262946
11074,WOJCIECH,NOWAK,06.11.1983 00:00:00,338806583,625618221,UPRAWNIONY,56042928810
11075,MAREK,KURUC,03.04.1976 00:00:00,267156840,1542441774,NIEUPRAWNIONY,67011041385
11076,PRZEMYSLAW,ARAB,19.03.1982 00:00:00,641011703,1568381187,UPRAWNIONY,73011898484
11077,TOMASZ,GALOCH,08.02.1962 00:00:00,344432927,2076557049,NIEUPRAWNIONY,75030928380
11078,ALEKSANDER,SKIBA,25.12.1970 00:00:00,755206781,389670929,UPRAWNIONY,65040339334
11079,ANETA,SASS,31.12.1984 00:00:00,773132128,416945531,NIEUPRAWNIONY,84011833659
11080,MATEUSZ,ŻYDEK,06.06.1956 00:00:00,359067733,1065828454,NIEUPRAWNIONY,58081637598
11081,JANUSZ,LEWICKI,24.08.1968 00:00:00,702734421,1238499428,NIEUPRAWNIONY,73091919183
11082,KAROL,PRUSAK,22.02.1961 00:00:00,474737382,158027509,UPRAWNIONY,68120495657
11083,JADWIGA,POLAK,02.05.1987 00:00:00,435335784,1894350591,UPRAWNIONY,76092409477
11084,ALEKSANDER,WIŚNIEWSKI,14.09.1976 00:00:00,288811038,1701014292,UPRAWNIONY,90121400897
11085,GERARD,SŁOWAKIEWICZ,16.10.1960 00:00:00,326123771,938128612,NIEUPRAWNIONY,72082019241
11086,DOROTA,KURLANDZKI,11.01.1963 00:00:00,383366457,2022641329,NIEUPRAWNIONY,58101516294
11087,GERARD,KOWALSKI,20.08.1967 00:00:00,409269222,1958766140,UPRAWNIONY,55050867105
11088,KAMIL,KOZŁOWSKI,07.03.1989 00:00:00,123170724,119361445,NIEUPRAWNIONY,62011455418
11089,MARIUSZ,SLEZAK,22.04.1955 00:00:00,175826866,85930616,NIEUPRAWNIONY,78071711538
11090,MICHAŁ,LEWICKI,24.05.1981 00:00:00,555579464,678074095,NIEUPRAWNIONY,89060366150
11091,MARTA,POLOCZEK,26.11.1966 00:00:00,472211646,1751988598,NIEUPRAWNIONY,65010203860
11092,DAWID,TOWAREK,10.07.1981 00:00:00,564111551,509061383,UPRAWNIONY,59082285093
11093,ŁUKASZ,LAMPARSKI,27.11.1970 00:00:00,294300577,839935585,UPRAWNIONY,66071010357
11094,DANUTA,POLOCZEK,31.01.1986 00:00:00,405520375,1475025847,NIEUPRAWNIONY,76121929475
11095,LAURA,SASIN,29.11.1974 00:00:00,695324135,168446826,NIEUPRAWNIONY,65121856554
11096,OLIWIER,SAKSON,07.03.1989 00:00:00,464676595,220667703,UPRAWNIONY,56042701476
11097,MACIEJ,WYRZYKOWSKI,08.06.1990 00:00:00,993714972,1867078924,UPRAWNIONY,74120688984
11098,ARTUR,ARAB,08.06.1958 00:00:00,770912844,1940208860,UPRAWNIONY,60040662476
11099,TYMON,ARABIK,12.11.1988 00:00:00,982901690,1844315656,UPRAWNIONY,77022289046
11100,LAURA,ŻYDZIK,16.08.1970 00:00:00,611832755,688298500,UPRAWNIONY,86091744959
11101,MARIUSZ,KURUC,23.02.1964 00:00:00,691801594,1410270656,UPRAWNIONY,79013039488
11102,KAROLINA,PRUS,30.10.1961 00:00:00,227412764,1744850279,UPRAWNIONY,63052898968
11103,ALEKANDRA,ŻMIJEWSKA,29.06.1965 00:00:00,831982248,398977657,UPRAWNIONY,75012771310
11104,BRAJAN,KOMAN,01.05.1955 00:00:00,758119187,398202780,UPRAWNIONY,70021760622
11105,JACEK,KALINOWSKI,28.01.1989 00:00:00,232484224,144617024,UPRAWNIONY,61112008505
11106,PAWEL,SZLĄZAK,02.08.1966 00:00:00,877887565,631014597,NIEUPRAWNIONY,56123072934
11107,DANUTA,POLESZAK,24.04.1967 00:00:00,984930794,775872140,UPRAWNIONY,57012030312
11108,DONALD,KURUC,05.09.1964 00:00:00,648893347,287896316,UPRAWNIONY,88101576616
11109,DAWID,KIJOWSKI,11.03.1973 00:00:00,869718389,158076947,NIEUPRAWNIONY,85122470028
11110,DAWID,MAZUR,21.02.1961 00:00:00,496832483,269410484,NIEUPRAWNIONY,82040645568
11111,DOMINIK,SASIN,18.11.1966 00:00:00,576862255,1890362496,NIEUPRAWNIONY,55050600406
11112,DONALD,NORWECKI,01.10.1982 00:00:00,366802236,731099113,NIEUPRAWNIONY,61011756867
11113,KRZYSZTOF,WĘGRZYNOWICZ,14.01.1989 00:00:00,596412839,1536321237,NIEUPRAWNIONY,87011729877
11114,BARTOSZ,SŁOWACKI,26.04.1990 00:00:00,524521205,1676978337,NIEUPRAWNIONY,68031655470
11115,JACEK,SIKORA,16.04.1981 00:00:00,432004767,1862102463,NIEUPRAWNIONY,87050766496
11116,ALEKANDRA,CHRUSZCZEWSKI,04.11.1989 00:00:00,167241183,951100578,NIEUPRAWNIONY,69021498692
11117,MAREK,CZECH,28.07.1962 00:00:00,565155741,1443422372,NIEUPRAWNIONY,72112340414
11118,PAWEL,CYGAN,11.06.1973 00:00:00,116245570,962525736,UPRAWNIONY,85031943797
11119,KATARZYNA,WIŚNIEWSKI,30.09.1956 00:00:00,847626955,840850491,NIEUPRAWNIONY,75050640256
11120,JACEK,WĘGRZYNOWICZ,31.05.1973 00:00:00,892373394,860497116,NIEUPRAWNIONY,89071810363
11121,MACIEJ,LEWICKI,12.07.1988 00:00:00,277070218,970681511,NIEUPRAWNIONY,88070527229
11122,OLIWIER,NIEWIADOMSKI,06.12.1966 00:00:00,874397570,1391933641,UPRAWNIONY,68031732821
11123,JANUSZ,TATARA,09.02.1973 00:00:00,368769810,1005151840,NIEUPRAWNIONY,81072831703
11124,OLIWIA,GOROL,28.01.1960 00:00:00,452262165,568088162,UPRAWNIONY,60021052733
11125,ŁUCJA,KASZUBA,18.11.1966 00:00:00,791378894,1816785889,UPRAWNIONY,61021205831
11126,DAWID,KASZUBA,05.01.1960 00:00:00,294346748,524354301,UPRAWNIONY,79112754376
11127,KAMILA,KOWALSKI,09.10.1971 00:00:00,815613678,137582727,UPRAWNIONY,81032491747
11128,LEONARD,SZWEDA,08.11.1963 00:00:00,333228232,1544041732,UPRAWNIONY,61042331553
11129,JAN,LAMPARSKI,22.05.1971 00:00:00,790630306,1062447517,NIEUPRAWNIONY,88050892592
11130,BARBARA,ZIĘBA,14.03.1959 00:00:00,304228951,1351366591,UPRAWNIONY,79052553102
11131,KAMIL,POLAK,07.03.1990 00:00:00,399915638,250520896,NIEUPRAWNIONY,72022401521
11132,LEONARD,GÓRSKI,22.07.1963 00:00:00,258915167,1524691229,NIEUPRAWNIONY,63032386810
11133,BENEDYKT,WOŁYNIAK,29.02.1988 00:00:00,399193485,622761057,NIEUPRAWNIONY,71100980877
11134,IZABELA,HOLENDERSKI,31.07.1986 00:00:00,179914887,1598930076,NIEUPRAWNIONY,56071590677
11135,GERARD,TUREK,14.08.1976 00:00:00,898154007,2031738311,NIEUPRAWNIONY,62080888969
11136,ROZALIA,CHORWAT,10.02.1981 00:00:00,529167867,192741535,UPRAWNIONY,64080209585
11137,JOLANTA,KURLANDT,26.12.1973 00:00:00,753589484,1185722483,NIEUPRAWNIONY,63122260367
11138,DOMINIKA,WOŁOCH,22.10.1957 00:00:00,756655151,1951174821,NIEUPRAWNIONY,77091495433
11139,DOMINIKA,TOWAREK,19.01.1976 00:00:00,357169954,1980872186,NIEUPRAWNIONY,61042876469
11140,DOROTA,WDOWIAK,03.12.1990 00:00:00,373426018,1553110359,UPRAWNIONY,62112530761
11141,TYTUS,MILLER,26.10.1967 00:00:00,141455643,199139795,NIEUPRAWNIONY,65012876514
11142,PAWEL,RUSEK,04.12.1960 00:00:00,394603365,325361425,UPRAWNIONY,73042139096
11143,ALEKANDRA,SOCHA,14.08.1969 00:00:00,235631924,814148596,NIEUPRAWNIONY,64120995235
11144,TYMON,ŻYDZIAK,31.12.1971 00:00:00,565414285,548586754,UPRAWNIONY,66032248267
11145,TYTUS,ŻUREK,12.08.1960 00:00:00,749910438,123486581,NIEUPRAWNIONY,85072264468
11146,MARIUSZ,OLĘDER,03.08.1958 00:00:00,684614645,1005028345,UPRAWNIONY,76041104832
11147,DOROTA,KURLAND,19.01.1966 00:00:00,390151675,484938540,UPRAWNIONY,69081678329
11148,DONALD,MADZIARA,22.09.1974 00:00:00,369362039,126856214,UPRAWNIONY,73090596123
11149,ALEKANDRA,KUMAN,12.07.1978 00:00:00,929932796,936997101,NIEUPRAWNIONY,72062003199
11150,DOROTA,DUŃCZYK,16.01.1989 00:00:00,984954841,366242316,UPRAWNIONY,83011410170
11151,TOMASZ,ŻYDZIAK,10.01.1958 00:00:00,477607014,953456953,NIEUPRAWNIONY,70081770174
11152,ROZALIA,KWIECIEŃ,08.04.1964 00:00:00,994596858,182339510,NIEUPRAWNIONY,76022962496
11153,PATRYK,BORKOWSKI,10.06.1981 00:00:00,476408303,1996066056,UPRAWNIONY,75110950508
11154,JACEK,TATARCZYK,02.01.1965 00:00:00,204575445,252467549,UPRAWNIONY,82052222948
11155,KAROLINA,FOGIEL,18.09.1962 00:00:00,287789665,162967965,NIEUPRAWNIONY,56022619396
11156,PAWEL,MOSKAL,24.07.1966 00:00:00,553595326,1871295127,NIEUPRAWNIONY,68011777945
11157,JAROSŁAW,POLOCZEK,26.03.1976 00:00:00,773470229,758316420,NIEUPRAWNIONY,70032064009
11158,JADWIGA,KOWALSKI,14.03.1957 00:00:00,596319127,198878255,NIEUPRAWNIONY,79041444488
11159,DANUTA,SZWEDA,13.10.1982 00:00:00,423689503,1622282473,NIEUPRAWNIONY,66122729537
11160,PATRYK,SZWEDZIAK,27.07.1980 00:00:00,995487298,904775415,UPRAWNIONY,88061008404
11161,KRZYSZTOF,CHRUSZCZEWSKI,21.07.1987 00:00:00,101092627,529088962,NIEUPRAWNIONY,80092472949
11162,BENEDYKT,KRAWCZYK,01.06.1985 00:00:00,201198890,380151540,UPRAWNIONY,62111255611
11163,ANETA,BRANDENBURGER,09.04.1972 00:00:00,792993132,2019056978,NIEUPRAWNIONY,56030175776
11164,KAROL,LITWIN,02.08.1989 00:00:00,478293005,1665415069,NIEUPRAWNIONY,68060502859
11165,PRZEMYSLAW,OLENDER,30.12.1967 00:00:00,592947611,1551438721,UPRAWNIONY,76011320814
11166,TOMASZ,SZWEDZKI,21.11.1956 00:00:00,487340594,1455666177,NIEUPRAWNIONY,83041636530
11167,MATEUSZ,TOPOLSKI,09.10.1976 00:00:00,825587117,424357854,NIEUPRAWNIONY,56040277127
11168,ALEKANDRA,ŻMIJEWSKA,05.02.1971 00:00:00,785619511,81445099,UPRAWNIONY,61040518255
11169,KAMIL,KURLANDA,31.01.1955 00:00:00,621064951,1689146793,NIEUPRAWNIONY,68032537176
11170,ARTUR,ARABSKI,15.06.1983 00:00:00,386536639,179799618,UPRAWNIONY,62080618403
11171,ANETA,ARAB,13.08.1967 00:00:00,790558866,703969938,UPRAWNIONY,85120490021
11172,GERARD,ŻYDZIAK,24.09.1985 00:00:00,947886430,1716139142,UPRAWNIONY,81091612637
11173,KAROLINA,NIEMIEC,25.01.1973 00:00:00,500950690,942926630,NIEUPRAWNIONY,63011142034
11174,MARTA,ŻYDOWICZ,27.07.1967 00:00:00,248441612,1435938738,UPRAWNIONY,57102266556
11175,JADWIGA,KIJOWSKI,07.10.1984 00:00:00,424650017,766597869,UPRAWNIONY,63102239291
